	Assay	Cell Type	Molecule
4324	CHIP	GM23338 male adult (53 years) originated from GM23248	CTCF
4325	CHIP	transverse colon female adult (53 years)	H3K4me3
4326	CHIP	GM12878	HDAC6
4327	CHIP	A549	KDM5A
4328	CHIP	MCF-7	CLOCK
4329	CHIP	neural cell originated from H1-hESC	MXI1
4330	CHIP	tibial nerve female adult (53 years)	POLR2A
4331	CHIP	lung female embryo (120 days)	H3K4me3
4332	CHIP	esophagus muscularis mucosa female adult (53 years)	POLR2AphosphoS5
4333	CHIP	GM12878	ZNF143
4334	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-KLF9
4335	CHIP	breast epithelium female adult (53 years)	POLR2AphosphoS5
4336	CHIP	natural killer cell male adult (21 year)	H3K27me3
4337	CHIP	thoracic aorta male adult (37 years)	H3K27me3
4338	CHIP	B cell male adult (37 years)	H3K4me3
4339	CHIP	MCF-7	MBD2
4340	CHIP	neural stem progenitor cell originated from H1-hESC	H2BK12ac
4341	CHIP	trophoblast cell originated from H1-hESC	H3K4me2
4342	CHIP	stomach smooth muscle female adult (84 years)	H3K27me3
4343	CHIP	iPS-11a male adult (36 years)	H3K4me3
4344	CHIP	IMR-90	H3K23ac
4345	CHIP	adrenal gland male adult (34 years)	H3K36me3
4346	CHIP	pancreas male adult (34 years)	H3K36me3
4347	CHIP	PC-3	H3K9me2
4348	CHIP	muscle layer of colon female adult (77 years)	H3K4me3
4349	CHIP	small intestine female adult (30 years)	H3K4me3
4350	CHIP	CD8-positive, alpha-beta memory T cell	H3K36me3
4351	CHIP	PC-9	H3K9ac
4352	CHIP	SK-N-SH	USF2
4353	CHIP	HepG2	PCBP2
4354	CHIP	PC-3	H2AFZ
4355	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-KLF13
4356	CHIP	K562	PTBP1
4357	CHIP	K562	CBX1
4358	CHIP	K562	IKZF1
4359	CHIP	gastrocnemius medialis male adult (54 years)	H3K27ac
4360	CHIP	chorionic villus embryo (16 weeks)	H3K27me3
4361	CHIP	MCF-7	PAX8
4362	CHIP	K562	ZNF639
4363	CHIP	psoas muscle male adult (34 years)	H3K4me3
4364	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF785
4365	CHIP	spleen male adult (37 years)	POLR2AphosphoS5
4366	CHIP	HepG2	LCORL
4367	CHIP	thymus male child (3 years)	H3K27me3
4368	CHIP	H1-hESC	H3K9ac
4369	CHIP	K562	E2F8
4370	CHIP	rectal smooth muscle tissue female adult (50 years)	H3K4me3
4371	CHIP	layer of hippocampus male adult (81 year)	H3K9me3
4372	CHIP	fibroblast of breast female adult (26 years)	H3K36me3
4373	CHIP	lung female embryo (85 days)	H3K4me1
4374	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-KAT8
4375	CHIP	MCF-7	ESRRA
4376	CHIP	muscle of leg female embryo (110 days)	H3K27me3
4377	CHIP	thyroid gland female adult (51 year)	CTCF
4378	CHIP	KMS-11	H3K27ac
4379	CHIP	neurosphere female embryo (17 weeks) originated from cortex	H3K27me3
4380	CHIP	trophoblast female embryo (40 weeks)	H3K27ac
4381	CHIP	layer of hippocampus male adult (81 year)	H3K4me3
4382	CHIP	neural stem progenitor cell originated from H1-hESC	H3K4me3
4383	CHIP	ovary female adult (30 years)	H3K9me3
4384	CHIP	aorta male adult (34 years)	H3K4me3
4385	CHIP	OCI-LY3	H3K79me2
4386	CHIP	neurosphere female embryo (17 weeks) originated from cortex	H3K4me3
4387	CHIP	H9	H3T11ph
4388	CHIP	IMR-90	BHLHE40
4389	CHIP	K562	TRIM24
4390	CHIP	chorionic villus male embryo (38 weeks)	H3K9me3
4391	CHIP	endocrine pancreas male adult (45 years)	H3K4me3
4392	CHIP	common myeloid progenitor, CD34-positive female adult (33 years)	H3K9me3
4393	CHIP	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	H3K4me3
4394	CHIP	small intestine male child (3 years)	H3K36me3
4395	CHIP	H7-hESC	H3K9ac
4396	CHIP	neural cell	H4K20me1
4397	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-SAP130
4398	CHIP	spleen female adult (53 years)	POLR2AphosphoS5
4399	CHIP	chorion male embryo (16 weeks)	H3K36me3
4400	CHIP	trophoblast cell originated from H1-hESC	H3K27me3
4401	CHIP	aorta female adult (30 years)	H3K4me3
4402	CHIP	trophoblast cell originated from H1-hESC	H4K12ac
4403	CHIP	ascending aorta female adult (51 year)	CTCF
4404	CHIP	OCI-LY1	H4K20me1
4405	CHIP	GM12878	ATF2
4406	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-SOX5
4407	CHIP	CD8-positive, alpha-beta memory T cell	H3K4me3
4408	CHIP	vagina female adult (53 years)	H3K36me3
4409	CHIP	Karpas-422	H3K27me3
4410	CHIP	chorionic villus embryo (16 weeks)	H3K27ac
4411	CHIP	natural killer cell male adult (21 year)	H3K4me1
4412	CHIP	upper lobe of left lung male adult (54 years)	CTCF
4413	CHIP	DOHH2	H3F3A
4414	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-WT1
4415	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-MIXL1
4416	CHIP	regulatory T cell originated from blood cell	H3K4me3
4417	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-PATZ1
4418	CHIP	MCF-7	BMI1
4419	CHIP	H9 genetically modified using stable transfection	H3K4me1
4420	CHIP	right atrium auricular region female adult (53 years)	H3K36me3
4421	CHIP	K562	RFX1
4422	CHIP	HepG2	SMARCE1
4423	CHIP	peripheral blood mononuclear cell male adult (27 years)	H3K9ac
4424	CHIP	keratinocyte female	H3K4me3
4425	CHIP	K562	NR2F1
4426	CHIP	upper lobe of left lung female adult (53 years)	CTCF
4427	CHIP	stomach smooth muscle female adult (84 years)	H3K27ac
4428	CHIP	CD4-positive, alpha-beta T cell treated with phorbol 13-acetate 12-myristate , ionomycin	H3K4me1
4429	CHIP	gastrocnemius medialis male adult (54 years)	H3K4me3
4430	CHIP	upper lobe of left lung female adult (51 year)	CTCF
4431	CHIP	foreskin melanocyte male newborn	H3K4me1
4432	CHIP	right cardiac atrium male adult (34 years)	H3K27me3
4433	CHIP	H9	H3K9me3
4434	CHIP	K562	ATF7
4435	CHIP	T-cell	H3K9me3
4436	CHIP	transverse colon female adult (51 year)	POLR2A
4437	CHIP	GM12878	KLF5
4438	CHIP	thoracic aorta male adult (37 years)	H3K9me3
4439	CHIP	SK-N-SH	H3K4me3
4440	CHIP	thyroid gland male adult (54 years)	H3K4me3
4441	CHIP	vagina female adult (51 year)	EP300
4442	CHIP	substantia nigra female adult (75 years)	H3K9me3
4443	CHIP	K562 genetically modified using stable transfection	eGFP-ELF1
4444	CHIP	KMS-11	H3K4me1
4445	CHIP	GM12878	IRF5
4446	CHIP	body of pancreas male adult (37 years)	H3K27me3
4447	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF18
4448	CHIP	placenta female embryo (113 days)	H3K4me1
4449	CHIP	Karpas-422	H3K9me3
4450	CHIP	SK-N-SH	H3K36me3
4451	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-GLI2
4452	CHIP	sigmoid colon male adult (54 years)	POLR2AphosphoS5
4453	CHIP	body of pancreas female adult (53 years)	POLR2A
4454	CHIP	MCF-7	GATAD2B
4455	CHIP	K562	MNT
4456	CHIP	common myeloid progenitor, CD34-positive	H3K9me3
4457	CHIP	iPS-18a female adult (48 years)	H3K9me3
4458	CHIP	subcutaneous adipose tissue male adult (54 years)	EP300
4459	CHIP	peripheral blood mononuclear cell male adult (32 years)	H3K9me3
4460	CHIP	testis male adult (54 years)	CTCF
4461	CHIP	right lobe of liver female adult (53 years)	H3K27ac
4462	CHIP	Peyer's patch female adult (53 years)	H3K27me3
4463	CHIP	ascending aorta female adult (51 year)	H3K27ac
4464	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H2AFZ
4465	CHIP	subcutaneous adipose tissue female adult (51 year)	EP300
4466	CHIP	thoracic aorta male adult (37 years)	H3K4me3
4467	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF24
4468	CHIP	pancreas female adult (30 years)	H3K4me1
4469	CHIP	MCF-7	H3K4me3
4470	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF114
4471	CHIP	K562	NEUROD1
4472	CHIP	upper lobe of left lung female adult (53 years)	POLR2AphosphoS5
4473	CHIP	MCF-7	PKNOX1
4474	CHIP	GM23338 male adult (53 years) originated from GM23248	CTCF
4475	CHIP	GM12878	BHLHE40
4476	CHIP	K562	DNMT1
4477	CHIP	RWPE2	H3K27ac
4478	CHIP	thoracic aorta male adult (54 years)	H3K36me3
4479	CHIP	A673	H3K9me3
4480	CHIP	heart left ventricle female adult (53 years)	H3K27me3
4481	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ARID4B
4482	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-RERE
4483	CHIP	aorta female adult (30 years)	H3K36me3
4484	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years)	H3K36me3
4485	CHIP	iPS-20b male adult (55 years)	H3K4me3
4486	CHIP	K562	MCM3
4487	CHIP	HepG2	U2AF2
4488	CHIP	H1-hESC	H3K4me1
4489	CHIP	K562	SP1
4490	CHIP	middle frontal area 46 male adult (81 year)	H3K9me3
4491	CHIP	peripheral blood mononuclear cell female adult (28 years)	H3K36me3
4492	CHIP	adrenal gland male adult (34 years)	H3K9me3
4493	CHIP	DOHH2	H3K4me2
4494	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF214
4495	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-TGIF2
4496	CHIP	kidney male adult (50 years)	H3K4me1
4497	CHIP	cardiac muscle cell	H3K36me3
4498	CHIP	liver female child (4 years)	YY1
4499	CHIP	Peyer's patch female adult (53 years)	POLR2A
4500	CHIP	skeletal muscle satellite cell female adult originated from mesodermal cell	H3K36me3
4501	CHIP	A549	JUN
4502	CHIP	substantia nigra female adult (75 years)	H3K36me3
4503	CHIP	K562	NFRKB
4504	CHIP	iPS-20b male adult (55 years)	H3K4me1
4505	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF202
4506	CHIP	OCI-LY3	H3K9ac
4507	CHIP	HEK293T	NFRKB
4508	CHIP	K562	XRCC3
4509	CHIP	brain female embryo (17 weeks)	H3K27me3
4510	CHIP	K562	NRF1
4511	CHIP	gastrocnemius medialis male adult (54 years)	CTCF
4512	CHIP	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	H3K36me3
4513	CHIP	large intestine male embryo (108 days)	H3K4me1
4514	CHIP	uterus female adult (51 year)	POLR2A
4515	CHIP	MCF-7	H3K9me3
4516	CHIP	batch1_chrom1_LoVo_ARNT_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4517	CHIP	batch1_chrom1_LoVo_ASCL2_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4518	CHIP	batch1_chrom1_LoVo_ATOH1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4519	CHIP	batch1_chrom1_LoVo_BARX2_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4520	CHIP	batch1_chrom1_LoVo_CAMTA2_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4521	CHIP	batch1_chrom1_LoVo_CASP8AP2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4522	CHIP	batch1_chrom1_LoVo_CEBPB_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4523	CHIP	batch1_chrom1_LoVo_CEBPG_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4524	CHIP	batch1_chrom1_LoVo_CTCF_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4525	CHIP	batch1_chrom1_LoVo_DBP_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4526	CHIP	batch1_chrom1_LoVo_E2F2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4527	CHIP	batch1_chrom1_LoVo_E2F4_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4528	CHIP	batch1_chrom1_LoVo_EGR1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4529	CHIP	batch1_chrom1_LoVo_EHF_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4530	CHIP	batch1_chrom1_LoVo_ELF1_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4531	CHIP	batch1_chrom1_LoVo_USF2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4532	CHIP	batch1_chrom1_LoVo_ESRRA_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4533	CHIP	batch1_chrom1_LoVo_ETV4_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4534	CHIP	batch1_chrom1_LoVo_GATA4_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4535	CHIP	batch1_chrom1_LoVo_GATA6_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4536	CHIP	batch1_chrom1_LoVo_GLI2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4537	CHIP	batch1_chrom1_LoVo_GMEB1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4538	CHIP	batch1_chrom1_LoVo_GMEB2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4539	CHIP	batch1_chrom1_LoVo_HBP1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4540	CHIP	batch1_chrom1_LoVo_HES2_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4541	CHIP	batch1_chrom1_LoVo_HES4_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4542	CHIP	batch1_chrom1_LoVo_HINFP_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4543	CHIP	batch1_chrom1_LoVo_HNF4A_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4544	CHIP	batch1_chrom1_LoVo_HOXA10_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4545	CHIP	batch1_chrom1_LoVo_HOXA1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4546	CHIP	batch1_chrom1_LoVo_HOXA7_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4547	CHIP	batch1_chrom1_LoVo_IRX3_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4548	CHIP	batch1_chrom1_LoVo_JUN_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4549	CHIP	batch1_chrom1_LoVo_KLF3_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4550	CHIP	batch1_chrom1_LoVo_KLF5_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4551	CHIP	batch1_chrom1_LoVo_LHX2_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4552	CHIP	batch1_chrom1_LoVo_MED12_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4553	CHIP	batch1_chrom1_LoVo_MED1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4554	CHIP	batch1_chrom1_LoVo_MEF2C_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4555	CHIP	batch1_chrom1_LoVo_MYB_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4556	CHIP	batch1_chrom1_LoVo_MYBL2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4557	CHIP	batch1_chrom1_LoVo_MYC_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4558	CHIP	batch1_chrom1_LoVo_MZF1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4559	CHIP	batch1_chrom1_LoVo_NEUROG3_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4560	CHIP	batch1_chrom1_LoVo_NFAT5_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4561	CHIP	batch1_chrom1_LoVo_NFE2L2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4562	CHIP	batch1_chrom1_LoVo_NFIL3_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4563	CHIP	batch1_chrom1_LoVo_NIPBL_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4564	CHIP	batch1_chrom1_LoVo_NPAT_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4565	CHIP	batch1_chrom1_LoVo_NR2F1_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4566	CHIP	batch1_chrom1_LoVo_NR2F2_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4567	CHIP	batch1_chrom1_LoVo_NR3C1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4568	CHIP	batch1_chrom1_LoVo_RAD21_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4569	CHIP	batch1_chrom1_LoVo_RFX1_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4570	CHIP	batch1_chrom1_LoVo_RFX2_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4571	CHIP	batch1_chrom1_LoVo_RFX5_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4572	CHIP	batch1_chrom1_LoVo_RXRA_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4573	CHIP	batch1_chrom1_LoVo_SMAD2_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4574	CHIP	batch1_chrom1_LoVo_SMAD3_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4575	CHIP	batch1_chrom1_LoVo_SMC1A_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4576	CHIP	batch1_chrom1_LoVo_SMC3_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4577	CHIP	batch1_chrom1_LoVo_SOX4_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4578	CHIP	batch1_chrom1_LoVo_SP1_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4579	CHIP	batch1_chrom1_LoVo_SP3_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4580	CHIP	batch1_chrom1_LoVo_TBX3_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4581	CHIP	batch1_chrom1_LoVo_TCF12_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4582	CHIP	batch1_chrom1_LoVo_TCF7L2_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4583	CHIP	batch1_chrom1_LoVo_TFAP2A_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4584	CHIP	batch1_chrom1_LoVo_TFDP1_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4585	CHIP	batch1_chrom1_LoVo_UBTF_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4586	CHIP	batch1_chrom1_LoVo_YY1_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4587	CHIP	batch1_chrom1_LoVo_ZBED4_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4588	CHIP	batch1_chrom1_LoVo_ZBTB7B_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4589	CHIP	batch1_chrom1_LoVo_ZNF236_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4590	CHIP	batch1_chrom1_LoVo_ZNF250_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4591	CHIP	batch1_chrom1_LoVo_ZNF407_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4592	CHIP	batch1_chrom1_LoVo_ZNF706_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4593	CHIP	batch2_chrom1_LoVo_AEBP2_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4594	CHIP	batch2_chrom1_LoVo_ATF1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4595	CHIP	batch2_chrom1_LoVo_ATF5_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4596	CHIP	batch2_chrom1_LoVo_BARHL1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4597	CHIP	batch2_chrom1_LoVo_CLOCK_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4598	CHIP	batch2_chrom1_LoVo_CREB3L4_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4599	CHIP	batch2_chrom1_LoVo_DLX1_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4600	CHIP	batch2_chrom1_LoVo_E2F3_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4601	CHIP	batch2_chrom1_LoVo_E2F7_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4602	CHIP	batch2_chrom1_LoVo_E2F8_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4603	CHIP	batch2_chrom1_LoVo_ERM_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4604	CHIP	batch2_chrom1_LoVo_ESR1_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4605	CHIP	batch2_chrom1_LoVo_ETS2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4606	CHIP	batch2_chrom1_LoVo_ETV7_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4607	CHIP	batch2_chrom1_LoVo_EVI1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4608	CHIP	batch2_chrom1_LoVo_FEV_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4609	CHIP	batch2_chrom1_LoVo_ZFHX3_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4610	CHIP	batch2_chrom1_LoVo_FOXD2_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4611	CHIP	batch2_chrom1_LoVo_FOXG1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4612	CHIP	batch2_chrom1_LoVo_GATA1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4613	CHIP	batch2_chrom1_LoVo_GLI3_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4614	CHIP	batch2_chrom1_LoVo_GLIS1_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4615	CHIP	batch2_chrom1_LoVo_HOXA13_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4616	CHIP	batch2_chrom1_LoVo_HOXA2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4617	CHIP	batch2_chrom1_LoVo_HOXC6_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4618	CHIP	batch2_chrom1_LoVo_JUND_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4619	CHIP	batch2_chrom1_LoVo_LYL1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4620	CHIP	batch2_chrom1_LoVo_MAZ_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4621	CHIP	batch2_chrom1_LoVo_MNT_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4622	CHIP	batch2_chrom1_LoVo_NFKB2_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4623	CHIP	batch2_chrom1_LoVo_NFYA_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4624	CHIP	batch2_chrom1_LoVo_NKX2.2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4625	CHIP	batch2_chrom1_LoVo_RARG_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4626	CHIP	batch2_chrom1_LoVo_RBCK1_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4627	CHIP	batch2_chrom1_LoVo_REST_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4628	CHIP	batch2_chrom1_LoVo_SOX2_Goat_PassedQC / LoVo / colon adenocarcinoma	.
4629	CHIP	batch2_chrom1_LoVo_SP2_Mouse_PassedQC / LoVo / colon adenocarcinoma	.
4630	CHIP	batch2_chrom1_LoVo_TEAD2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4631	CHIP	batch2_chrom1_LoVo_TP73_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4632	CHIP	batch2_chrom1_LoVo_VEZF1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4633	CHIP	batch1_chrom1_LoVo_H3_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4634	CHIP	batch1_chrom1_LoVo_H3K4me1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4635	CHIP	batch1_chrom1_LoVo_H3K4me3_Rabbit_PassedQC / LoVo / colon adenocarcinoma	.
4636	CHIP	ChIP-seq, RNAPII_LowDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	RNAPII
4637	CHIP	ChIP-seq, RNAPII_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	RNAPII
4638	CHIP	ChIP-seq, RNAPII_LowDensity_DMI / hMSC / Human Mesenchymal Stem Cells	RNAPII
4639	CHIP	ChIP-seq, RNAPII_HighDensity_DMI / hMSC / Human Mesenchymal Stem Cells	RNAPII
4640	CHIP	ChIP-seq, CEBPb_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	CEBPb
4641	CHIP	ChIP-seq, CEBPb_LowDensity_DMI / hMSC / Human Mesenchymal Stem Cells	CEBPb
4642	CHIP	ChIP-seq, CEBPb_HighDensity_DMI / hMSC / Human Mesenchymal Stem Cells	CEBPb
4643	CHIP	ChIP-seq, GR_HighDensity_DMI / hMSC / Human Mesenchymal Stem Cells	GR
4644	CHIP	ChIP-seq, ATF4_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	ATF4
4645	CHIP	ChIP-seq, H3K27Ac_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	H3K27Ac
4646	CHIP	ChIP-seq, InVitroCistromics_CEBPb_0.1uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
4647	CHIP	ChIP-seq, InVitroCistromics_CEBPb_0.25uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
4648	CHIP	ChIP-seq, InVitroCistromics_CEBPb_1.0uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
4649	CHIP	ChIP-seq, InVitroCistromics_CEBPb_10uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
4650	CHIP	ChIP-seq, InVitroCistromics_ATF4_5uL / hMSC / Human Mesenchymal Stem Cells	ATF4
4651	CHIP	ChIP-seq, InVitroCistromics_CEBPb_0.1uL_plusATF4_0.002uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
4652	CHIP	ChIP-seq, InVitroCistromics_CEBPb_0.1uL_plusATF4_0.02uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
4653	CHIP	ChIP-seq, InVitroCistromics_CEBPb_0.1uL_plusATF4_0.2uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
4654	CHIP	ChIP-seq, InVitroCistromics_ATF4_0.02uL_plusCEBPb_0.1uL / hMSC / Human Mesenchymal Stem Cells	ATF4
4655	CHIP	ChIP-seq, InVitroCistromics_ATF4_0.2uL_plusCEBPb_0.1uL / hMSC / Human Mesenchymal Stem Cells	ATF4
4656	CHIP	ChIP_hBMAL1 Chip-seq / U2OS cells / .	hBMAL1
4657	CHIP	ChIP_hHIF1A Chip-seq / U2OS cells / .	hHIF1A
4658	CHIP	anti-ATF4 (sc-200) / HAP1, 2 mM histidinol for 24 hours, ATF4 ChIP / HAP1	ATF4
4659	CHIP	BMAL1_DMSO_ChIPSeq / U2OS cells stably expressing Bmal1:Luc / osteosarcoma cell line U2OS stably expressing Bmal1:Luc	BMAL1
4660	CHIP	BMAL1_6AN_ChIPSeq / U2OS cells stably expressing Bmal1:Luc / osteosarcoma cell line U2OS stably expressing Bmal1:Luc	BMAL1
4661	CHIP	CLOCK_DMSO_ChIPSeq / U2OS cells stably expressing Bmal1:Luc / osteosarcoma cell line U2OS stably expressing Bmal1:Luc	CLOCK
